lesen-t1-gemini-154.json	passages.text	wrong_capitalized	Unternehmen	double_pass_verb_context	geschafft. Am Wochenende Unternehmen wir oft Ausflüge in
lesen-t1-gemini-154.json	passages.text	wrong_capitalized	Kochen	adv_before_verb	an dem wir zusammen Kochen oder Spiele spielen.
lesen-t1-gemini-154.json	passages.text	wrong_capitalized	Glaube	double_pass_verb_context	sehr wichtig. Ich Glaube, diese gemeinsamen Erfahrungen
lesen-t1-gemini-159.json	questions.explanation	wrong_capitalized	Regeln	double_pass_verb_context	erwähnt, dass es Regeln für die Bildschirmzeit der
lesen-t1-gemini-164.json	passages.text	noun_lowercase	machen	lexicon_override_tag	Programm soll es einfacher machen, gemeinsame Aktivitäten zu
lesen-t1-gemini-167.json	passages.text	wrong_capitalized	Wissen	pos_verb	die mehr über Gartenarbeit Wissen wollen. Diese neue
lesen-t1-gemini-171.json	passages.text	wrong_capitalized	Besuchen	pos_verb	und einen neuen Kurs Besuchen. Meine Familie hat
lesen-t1-gemini-172.json	passages.text	wrong_capitalized	Essen	pos_verb	für mich. Wir Essen oft zusammen Mittag und
lesen-t1-gemini-173.json	passages.text	wrong_capitalized	Spät	zu_adv_capitalized	dass es nie zu Spät ist, etwas Gutes
lesen-t1-gemini-173.json	questions.explanation	wrong_capitalized	Yogalehrer	adj_before_noun	nicht nur von ihrem Yogalehrer Unterstützung, sondern auch
lesen-t1-gemini-173.json	questions.question	wrong_capitalized	Freie	adj_before_noun	Sie verbringt ihre Freie Zeit gerne draußen in
lesen-t1-gemini-174.json	questions.question	wrong_capitalized	Vielen	adj_before_noun	Die Vielen Medieninhalte empfindet sie manchmal
lesen-t1-gemini-174.json	questions.explanation	wrong_capitalized	Morgens	adv_after_pronoun	erwähnt, dass sie Morgens online Nachrichten liest,
lesen-t1-gemini-174.json	questions.question	noun_lowercase	geräten	lexicon_override_tag	viel Zeit mit digitalen geräten.
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Viele	double_pass_verb_context	, dass regelmäßiges Gärtnern Viele positive Effekte auf die
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Gemeinschaftsgärten	double_pass_verb_context	es in vielen Städten Gemeinschaftsgärten. Dort kann man
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Kindern	double_pass_verb_context	in der Stadt soll Kindern helfen, gesünder zu
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Wissen	pos_verb	Bewegung. Viele Familien Wissen, dass gesunde Gewohnheiten
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Viele	adj_before_noun	Bericht zeigt, dass Viele Kinder zu wenig aktiv
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Tipps	double_pass_verb_context	Sporttrainer geben den Kindern Tipps und zeigen ihnen,
lesen-t2-gemini-060.json	passages.text	wrong_capitalized	Essen	double_pass_verb_context	mehr Obst und Gemüse Essen und lieber draußen spielen
lesen-t2-gemini-060.json	questions.explanation	wrong_capitalized	Essen	double_pass_verb_context	mehr Obst und Gemüse Essen und lieber draußen spielen
lesen-t2-gemini-061.json	passages.text	wrong_capitalized	Wanderungen	double_pass_verb_context	Zum Beispiel gibt es Wanderungen, bei denen man
lesen-t2-gemini-061.json	passages.text	wrong_capitalized	Junge	adj_before_noun	Viele Junge Leute träumen davon,
lesen-t2-gemini-061.json	passages.text	wrong_capitalized	Junge	adj_before_noun	und Organisationen, die Junge Leute bei der Planung
lesen-t2-gemini-061.json	questions.question	wrong_capitalized	Junge	adj_before_noun	Wie reist der Junge Angestellte aus Berlin oft
lesen-t2-gemini-062.json	passages.text	wrong_capitalized	Deutlich	double_pass_verb_context	verarbeitete Lebensmittel das Wohlbefinden Deutlich steigern kann. Viele
lesen-t2-gemini-062.json	passages.text	wrong_capitalized	Kochen	adv_before_verb	, wenn sie frisch Kochen. Die Situation in
lesen-t2-gemini-062.json	passages.text	wrong_capitalized	Essen	double_pass_verb_context	das, was sie Essen. Ein Bericht einer
lesen-t2-gemini-062.json	questions.explanation	wrong_capitalized	Konsumenten	double_pass_verb_context	, dass regionale Initiativen Konsumenten direkt mit lokalen Produzenten
lesen-t2-gemini-066.json	passages.text	noun_lowercase	viele	lexicon_override_tag	Gärtnern entdecken. Für viele ist es eine wichtige
lesen-t2-gemini-066.json	passages.text	wrong_capitalized	Junge	adj_before_noun	zeigt, dass besonders Junge Erwachsene viel Zeit vor
lesen-t2-gemini-066.json	passages.text	wrong_capitalized	Besuchen	adj_before_noun	Hobbys. Einige Besuchen Kurse, um Handwerk
lesen-t2-gemini-066.json	passages.text	noun_lowercase	suchen	lexicon_override_tag	zu sein. Jetzt suchen sie wieder mehr den
lesen-t2-gemini-066.json	questions.explanation	wrong_capitalized	Junge	adj_before_noun	zeigt, dass besonders Junge Erwachsene viel Zeit vor
lesen-t2-gemini-067.json	passages.text	wrong_capitalized	Familien	double_pass_verb_context	anzieht. Hier können Familien und Nachbarn zusammenarbeiten,
lesen-t2-gemini-067.json	passages.text	wrong_capitalized	Nötig	double_pass_verb_context	weniger Transportwege für Lebensmittel Nötig sind. Jeder kann
lesen-t2-gemini-067.json	questions.options	wrong_capitalized	Pflanzen	double_pass_verb_context	lernen, wie man Pflanzen pflegt, und es
